,Sample #,MLII,Time,Type
141,44084,1095,2:02.456,2
142,44507,1288,2:03.631,0
143,44692,1167,2:04.144,2
144,44867,1257,2:04.631,2
145,45350,1332,2:05.972,0
146,45547,832,2:06.519,2
147,45976,1381,2:07.711,0
148,46156,1166,2:08.211,2
149,46323,1315,2:08.675,2
150,46777,1329,2:09.936,0
151,46956,1158,2:10.433,2
152,47413,1303,2:11.703,0
153,47606,1150,2:12.239,2
154,47780,1244,2:12.722,2
155,48225,1292,2:13.958,0
156,48413,733,2:14.481,2
157,48568,1252,2:14.911,2
158,49009,1346,2:16.136,0
159,49191,1136,2:16.642,2
160,49374,1252,2:17.150,2
161,49835,1297,2:18.431,0
162,50022,1170,2:18.950,2
163,50424,1294,2:20.067,0
164,50607,1126,2:20.575,2
165,50773,1279,2:21.036,2
166,51212,1361,2:22.256,0
167,51400,1144,2:22.778,2
168,51850,1306,2:24.028,0
169,52037,1108,2:24.547,2
170,52211,1244,2:25.031,2
171,52661,1271,2:26.281,0
172,52836,1127,2:26.767,2
173,53275,1228,2:27.986,0
174,53578,1198,2:28.828,0
175,53873,1193,2:29.647,0
176,54074,1067,2:30.206,2
177,54253,1282,2:30.703,2
178,54716,1218,2:31.989,0
179,54888,1204,2:32.467,2
180,55063,1228,2:32.953,2
181,55559,1236,2:34.331,0
182,55747,1281,2:34.853,2
183,56227,1183,2:36.186,0
184,56548,1162,2:37.078,0
185,56842,1194,2:37.894,0
186,57174,1164,2:38.817,0
187,57495,1156,2:39.708,0
188,57684,1039,2:40.233,2
189,57875,1238,2:40.764,2
190,58345,1173,2:42.069,0
191,58534,1226,2:42.594,2
192,58992,1215,2:43.867,0
193,59170,1122,2:44.361,2
194,59332,1235,2:44.811,2
195,59769,1200,2:46.025,0
196,59954,1248,2:46.539,2
197,60432,1202,2:47.867,0
198,60636,1273,2:48.433,2
199,61082,1197,2:49.672,0
200,61277,1273,2:50.214,2
201,61729,1199,2:51.469,0
202,62099,1175,2:52.497,0
203,62488,1173,2:53.578,0
204,62823,1149,2:54.508,0
205,63128,1146,2:55.356,0
206,63499,1175,2:56.386,0
207,63691,1115,2:56.919,2
208,63864,1241,2:57.400,2
209,64035,1081,2:57.875,2
210,64568,1180,2:59.356,0
211,64766,1256,2:59.906,2
212,65287,1206,3:01.353,0
213,65705,1198,3:02.514,0
214,66104,1201,3:03.622,0
215,66485,1209,3:04.681,0
216,66886,1230,3:05.794,0
217,67302,1233,3:06.950,0
218,67702,1263,3:08.061,0
219,68094,1266,3:09.150,0
220,68464,1257,3:10.178,0
221,68869,1310,3:11.303,0
222,69270,1298,3:12.417,0
223,69635,1315,3:13.431,0
224,69964,1327,3:14.344,0
225,70280,1333,3:15.222,0
226,70618,1368,3:16.161,0
227,70998,1407,3:17.217,0
228,71407,1417,3:18.353,0
229,71815,1402,3:19.486,0
230,72193,1399,3:20.536,0
231,72559,1416,3:21.553,0
232,72945,1421,3:22.625,0
233,73336,1431,3:23.711,0
234,73730,1439,3:24.806,0
235,74087,1421,3:25.797,0
236,74408,1423,3:26.689,0
237,74742,1419,3:27.617,0
238,75138,1412,3:28.717,0
239,75514,1420,3:29.761,0
240,75907,1425,3:30.853,0
241,76287,1417,3:31.908,0
242,76670,1409,3:32.972,0
243,77024,1420,3:33.956,0
244,77400,1415,3:35.000,0
245,77771,1426,3:36.031,0
246,78156,1400,3:37.100,0
247,78500,1415,3:38.056,0
248,78856,1403,3:39.044,0
249,79261,1404,3:40.169,0
250,79650,1414,3:41.250,0
251,80033,1412,3:42.314,0
252,80374,1434,3:43.261,0
253,80686,1460,3:44.128,0
254,81019,1451,3:45.053,0
255,81390,1441,3:46.083,0
256,81804,1427,3:47.233,0
257,82213,1437,3:48.369,0
258,82585,1439,3:49.403,0
259,82944,1438,3:50.400,0
260,83307,1447,3:51.408,0
261,83663,1436,3:52.397,0
262,84034,1434,3:53.428,0
263,84435,1439,3:54.542,0
264,84836,1435,3:55.656,0
265,85213,1438,3:56.703,0
266,85600,1441,3:57.778,0
267,86011,1417,3:58.919,0
268,86380,1421,3:59.944,0
269,86755,1421,4:00.986,0
270,87132,1404,4:02.033,0
271,87507,1408,4:03.075,0
272,87888,1404,4:04.133,0
273,88298,1409,4:05.272,0
274,88711,1397,4:06.419,0
275,89096,1397,4:07.489,0
276,89430,1383,4:08.417,0
277,89742,1424,4:09.283,0
278,90057,1424,4:10.158,0
279,90398,1411,4:11.106,0
280,90777,1411,4:12.158,0
281,91133,1415,4:13.147,0
282,91454,1367,4:14.039,0
283,91753,1377,4:14.869,0
284,92046,1340,4:15.683,0
285,92345,1387,4:16.514,0
286,92658,1394,4:17.383,0
287,93015,1432,4:18.375,0
288,93393,1394,4:19.425,0
289,93713,1391,4:20.314,0
290,94034,1403,4:21.206,0
291,94375,1379,4:22.153,0
292,94716,1372,4:23.100,0
293,95041,1408,4:24.003,0
294,95380,1410,4:24.944,0
295,95716,1412,4:25.878,0
296,95905,1162,4:26.403,2
297,96335,1347,4:27.597,0
298,96662,1336,4:28.506,0
299,97008,1341,4:29.467,0
300,97330,1296,4:30.361,0
301,97620,1302,4:31.167,0
302,97909,1285,4:31.969,0
303,98217,1287,4:32.825,0
304,98513,1290,4:33.647,0
305,98819,1252,4:34.497,0
306,99134,1263,4:35.372,0
307,99471,1267,4:36.308,0
308,99807,1259,4:37.242,0
309,100118,1256,4:38.106,0
310,100442,1231,4:39.006,0
311,100788,1221,4:39.967,0
312,101148,1219,4:40.967,0
313,101518,1248,4:41.994,0
314,101883,1233,4:43.008,0
315,102229,1229,4:43.969,0
316,102559,1225,4:44.886,0
317,102909,1240,4:45.858,0
318,103301,1226,4:46.947,0
319,103667,1226,4:47.964,0
320,104041,1211,4:49.003,0
321,104409,1234,4:50.025,0
322,104778,1232,4:51.050,0
323,105123,1230,4:52.008,0
324,105503,1244,4:53.064,0
325,105898,1244,4:54.161,0
326,106288,1257,4:55.244,0
327,106631,1257,4:56.197,0
328,106977,1244,4:57.158,0
329,107366,1278,4:58.239,0
330,107775,1280,4:59.375,0
331,108153,1276,5:00.425,0
332,108537,1285,5:01.492,0
333,108920,1280,5:02.556,0
334,109289,1283,5:03.581,0
335,109668,1265,5:04.633,0
336,110064,1261,5:05.733,0
337,110432,1285,5:06.756,0
338,110787,1279,5:07.742,0
339,111136,1287,5:08.711,0
340,111470,1292,5:09.639,0
341,111833,1285,5:10.647,0
342,112226,1286,5:11.739,0
343,112616,1292,5:12.822,0
344,112955,1302,5:13.764,0
345,113305,1323,5:14.736,0
346,113672,1349,5:15.756,0
347,114059,1373,5:16.831,0
348,114403,1376,5:17.786,0
349,114738,1391,5:18.717,0
350,115082,1414,5:19.672,0
351,115428,1449,5:20.633,0
352,115764,1432,5:21.567,0
353,116121,1441,5:22.558,0
354,116532,1445,5:23.700,0
355,116909,1445,5:24.747,0
356,117279,1434,5:25.775,0
357,117652,1452,5:26.811,0
358,117990,1459,5:27.750,0
359,118363,1459,5:28.786,0
360,118759,1459,5:29.886,0
361,119140,1474,5:30.944,0
362,119485,1473,5:31.903,0
363,119850,1476,5:32.917,0
364,120223,1481,5:33.953,0
365,120603,1477,5:35.008,0
366,121005,1474,5:36.125,0
367,121402,1482,5:37.228,0
368,121770,1486,5:38.250,0
369,122119,1480,5:39.219,0
370,122470,1469,5:40.194,0
371,122810,1473,5:41.139,0
372,123138,1466,5:42.050,0
373,123484,1482,5:43.011,0
374,123883,1489,5:44.119,0
375,124248,1493,5:45.133,0
376,124645,1495,5:46.236,0
377,125032,1478,5:47.311,0
378,125416,1475,5:48.378,0
379,125788,1490,5:49.411,0
380,126116,1478,5:50.322,0
381,126452,1467,5:51.256,0
382,126812,1474,5:52.256,0
383,127168,1472,5:53.244,0
384,127564,1472,5:54.344,0
385,127955,1484,5:55.431,0
386,128310,1479,5:56.417,0
387,128677,1472,5:57.436,0
388,129049,1459,5:58.469,0
389,129448,1463,5:59.578,0
390,129819,1439,6:00.608,0
391,130184,1437,6:01.622,0
392,130539,1441,6:02.608,0
393,130871,1423,6:03.531,0
394,131233,1427,6:04.536,0
395,131632,1442,6:05.644,0
396,132012,1462,6:06.700,0
397,132382,1468,6:07.728,0
398,132722,1470,6:08.672,0
399,133078,1452,6:09.661,0
400,133465,1469,6:10.736,0
401,133835,1457,6:11.764,0
402,134207,1454,6:12.797,0
403,134569,1472,6:13.803,0
404,134904,1446,6:14.733,0
405,135251,1450,6:15.697,0
406,135616,1458,6:16.711,0
407,135978,1450,6:17.717,0
408,136354,1462,6:18.761,0
409,136724,1452,6:19.789,0
410,137058,1442,6:20.717,0
411,137406,1417,6:21.683,0
412,137757,1434,6:22.658,0
413,138100,1394,6:23.611,0
414,138461,1360,6:24.614,0
415,138818,1327,6:25.606,0
416,139173,1311,6:26.592,0
417,139530,1282,6:27.583,0
418,139875,1282,6:28.542,0
419,140237,1249,6:29.547,0
420,140573,1231,6:30.481,0
421,140921,1234,6:31.447,0
422,141278,1246,6:32.439,0
423,141639,1218,6:33.442,0
424,141974,1209,6:34.372,0
425,142336,1198,6:35.378,0
426,142713,1197,6:36.425,0
427,143070,1198,6:37.417,0
428,143397,1181,6:38.325,0
429,143708,1218,6:39.189,0
430,144035,1185,6:40.097,0
431,144355,1174,6:40.986,0
432,144680,1177,6:41.889,0
433,144989,1172,6:42.747,0
434,145315,1170,6:43.653,0
435,145687,1181,6:44.686,0
436,146066,1194,6:45.739,0
437,146453,1196,6:46.814,0
438,146824,1198,6:47.844,0
439,147192,1201,6:48.867,0
440,147539,1212,6:49.831,0
441,147873,1203,6:50.758,0
442,148192,1184,6:51.644,0
443,148520,1181,6:52.556,0
444,148888,1202,6:53.578,0
445,149302,1234,6:54.728,0
446,149687,1226,6:55.797,0
447,150032,1234,6:56.756,0
448,150386,1237,6:57.739,0
449,150780,1235,6:58.833,0
450,151179,1242,6:59.942,0
451,151573,1259,7:01.036,0
452,151932,1277,7:02.033,0
453,152288,1298,7:03.022,0
454,152665,1299,7:04.069,0
455,153053,1332,7:05.147,0
456,153431,1359,7:06.197,0
457,153786,1385,7:07.183,0
458,154088,1368,7:08.022,0
459,154381,1388,7:08.836,0
460,154683,1383,7:09.675,0
461,155006,1409,7:10.572,0
462,155320,1414,7:11.444,0
463,155634,1402,7:12.317,0
464,155941,1403,7:13.169,0
465,156227,1379,7:13.964,0
466,156499,1395,7:14.719,0
467,156773,1407,7:15.481,0
468,157052,1402,7:16.256,0
469,157340,1405,7:17.056,0
470,157616,1399,7:17.822,0
471,157896,1426,7:18.600,0
472,158171,1442,7:19.364,0
473,158433,1417,7:20.092,0
474,158691,1433,7:20.808,0
475,158938,1432,7:21.494,0
476,159202,1419,7:22.228,0
477,159484,1451,7:23.011,0
478,159785,1444,7:23.847,0
479,160122,1441,7:24.783,0
480,160482,1435,7:25.783,0
481,160654,1202,7:26.261,2
482,161075,1427,7:27.431,0
483,161416,1441,7:28.378,0
484,161750,1453,7:29.306,0
485,162076,1451,7:30.211,0
486,162425,1459,7:31.181,0
487,162779,1449,7:32.164,0
488,162955,1227,7:32.653,2
489,163369,1429,7:33.803,0
490,163708,1440,7:34.744,0
491,164068,1401,7:35.744,0
492,164415,1429,7:36.708,0
493,164736,1434,7:37.600,0
494,165061,1436,7:38.503,0
495,165402,1423,7:39.450,0
496,165753,1430,7:40.425,0
497,166100,1419,7:41.389,0
498,166419,1439,7:42.275,0
499,166725,1472,7:43.125,0
500,167029,1486,7:43.969,0
501,167361,1468,7:44.892,0
502,167696,1456,7:45.822,0
503,168040,1461,7:46.778,0
504,168401,1478,7:47.781,0
505,168770,1475,7:48.806,0
506,169111,1474,7:49.753,0
507,169437,1466,7:50.658,0
508,169757,1461,7:51.547,0
509,170091,1458,7:52.475,0
510,170466,1471,7:53.517,0
511,170824,1459,7:54.511,0
512,171158,1492,7:55.439,0
513,171484,1497,7:56.344,0
514,171830,1504,7:57.306,0
515,172200,1495,7:58.333,0
516,172563,1483,7:59.342,0
517,172909,1494,8:00.303,0
518,173258,1489,8:01.272,0
519,173599,1457,8:02.219,0
520,173919,1465,8:03.108,0
521,174234,1473,8:03.983,0
522,174557,1480,8:04.881,0
523,174888,1481,8:05.800,0
524,175187,1507,8:06.631,0
525,175490,1503,8:07.472,0
526,175783,1478,8:08.286,0
527,176070,1469,8:09.083,0
528,176383,1481,8:09.953,0
529,176700,1491,8:10.833,0
530,177016,1488,8:11.711,0
531,177330,1480,8:12.583,0
532,177617,1446,8:13.381,0
533,177888,1417,8:14.133,0
534,178186,1471,8:14.961,0
535,178495,1488,8:15.819,0
536,178832,1443,8:16.756,0
537,179177,1446,8:17.714,0
538,179502,1463,8:18.617,0
539,179810,1455,8:19.472,0
540,180122,1445,8:20.339,0
541,180442,1421,8:21.228,0
542,180781,1429,8:22.169,0
543,181141,1434,8:23.169,0
544,181501,1413,8:24.169,0
545,181831,1357,8:25.086,0
546,182146,1378,8:25.961,0
547,182464,1349,8:26.844,0
548,182784,1337,8:27.733,0
549,183104,1300,8:28.622,0
550,183435,1269,8:29.542,0
551,183777,1258,8:30.492,0
552,184117,1248,8:31.436,0
553,184431,1249,8:32.308,0
554,184751,1222,8:33.197,0
555,185091,1203,8:34.142,0
556,185453,1197,8:35.147,0
557,185806,1215,8:36.128,0
558,186148,1194,8:37.078,0
559,186495,1189,8:38.042,0
560,186821,1212,8:38.947,0
561,187148,1238,8:39.856,0
562,187508,1201,8:40.856,0
563,187851,1198,8:41.808,0
564,188209,1220,8:42.803,0
565,188549,1198,8:43.747,0
566,188871,1231,8:44.642,0
567,189197,1208,8:45.547,0
568,189514,1196,8:46.428,0
569,189834,1219,8:47.317,0
570,190151,1213,8:48.197,0
571,190481,1206,8:49.114,0
572,190787,1206,8:49.964,0
573,191105,1214,8:50.847,0
574,191451,1230,8:51.808,0
575,191814,1232,8:52.817,0
576,192181,1234,8:53.836,0
577,192549,1224,8:54.858,0
578,192904,1217,8:55.844,0
579,193232,1229,8:56.756,0
580,193566,1233,8:57.683,0
581,193912,1227,8:58.644,0
582,194255,1220,8:59.597,0
583,194606,1246,9:00.572,0
584,194956,1251,9:01.544,0
585,195281,1243,9:02.447,0
586,195604,1241,9:03.344,0
587,195962,1244,9:04.339,0
588,196323,1251,9:05.342,0
589,196685,1235,9:06.347,0
590,197050,1241,9:07.361,0
591,197399,1238,9:08.331,0
592,197735,1252,9:09.264,0
593,198069,1257,9:10.192,0
594,198412,1259,9:11.144,0
595,198763,1267,9:12.119,0
596,199135,1291,9:13.153,0
597,199484,1289,9:14.122,0
598,199803,1305,9:15.008,0
599,200137,1329,9:15.936,0
600,200495,1331,9:16.931,0
601,200856,1366,9:17.933,0
602,201216,1395,9:18.933,0
603,201548,1395,9:19.856,0
604,201858,1417,9:20.717,0
605,202167,1434,9:21.575,0
606,202479,1419,9:22.442,0
607,202778,1419,9:23.272,0
608,203083,1425,9:24.119,0
609,203388,1419,9:24.967,0
610,203682,1417,9:25.783,0
611,203971,1429,9:26.586,0
612,204264,1427,9:27.400,0
613,204577,1406,9:28.269,0
614,204917,1416,9:29.214,0
615,205294,1434,9:30.261,0
616,205666,1420,9:31.294,0
617,206010,1435,9:32.250,0
618,206359,1435,9:33.219,0
619,206703,1429,9:34.175,0
620,207067,1435,9:35.186,0
621,207461,1430,9:36.281,0
622,207831,1422,9:37.308,0
623,208182,1418,9:38.283,0
624,208530,1421,9:39.250,0
625,208889,1422,9:40.247,0
626,209250,1421,9:41.250,0
627,209614,1427,9:42.261,0
628,209970,1405,9:43.250,0
629,210305,1411,9:44.181,0
630,210642,1420,9:45.117,0
631,210989,1407,9:46.081,0
632,211353,1395,9:47.092,0
633,211714,1402,9:48.094,0
634,212080,1403,9:49.111,0
635,212421,1390,9:50.058,0
636,212755,1396,9:50.986,0
637,213115,1399,9:51.986,0
638,213473,1378,9:52.981,0
639,213828,1393,9:53.967,0
640,214184,1394,9:54.956,0
641,214524,1344,9:55.900,0
642,214817,1313,9:56.714,0
643,215131,1384,9:57.586,0
644,215477,1407,9:58.547,0
645,215842,1414,9:59.561,0
646,216204,1405,0:00.567,0
647,216534,1382,0:01.483,0
648,216849,1402,0:02.358,0
649,217159,1387,0:03.219,0
650,217486,1387,0:04.128,0
651,217812,1366,0:05.033,0
652,218136,1395,0:05.933,0
653,218463,1405,0:06.842,0
654,218793,1424,0:07.758,0
655,219122,1418,0:08.672,0
656,219450,1404,0:09.583,0
657,219789,1417,0:10.525,0
658,220142,1420,0:11.506,0
659,220517,1422,0:12.547,0
660,220877,1421,0:13.547,0
661,221225,1430,0:14.514,0
662,221597,1443,0:15.547,0
663,221990,1437,0:16.639,0
664,222392,1435,0:17.756,0
665,222773,1453,0:18.814,0
666,223138,1446,0:19.828,0
667,223497,1441,0:20.825,0
668,223843,1427,0:21.786,0
669,224204,1413,0:22.789,0
670,224563,1409,0:23.786,0
671,224898,1368,0:24.717,0
672,225229,1332,0:25.636,0
673,225549,1293,0:26.525,0
674,225857,1299,0:27.381,0
675,226176,1231,0:28.267,0
676,226496,1230,0:29.156,0
677,226821,1229,0:30.058,0
678,227130,1237,0:30.917,0
679,227420,1221,0:31.722,0
680,227719,1211,0:32.553,0
681,228014,1191,0:33.372,0
682,228338,1190,0:34.272,0
683,228677,1170,0:35.214,0
684,229005,1185,0:36.125,0
685,229332,1183,0:37.033,0
686,229669,1211,0:37.969,0
687,229987,1165,0:38.853,0
688,230288,1170,0:39.689,0
689,230594,1195,0:40.539,0
690,230926,1189,0:41.461,0
691,231266,1185,0:42.406,0
692,231610,1198,0:43.361,0
693,231944,1181,0:44.289,0
694,232246,1203,0:45.128,0
695,232565,1222,0:46.014,0
696,232910,1219,0:46.972,0
697,233259,1217,0:47.942,0
698,233596,1214,0:48.878,0
699,233921,1237,0:49.781,0
700,234243,1233,0:50.675,0
701,234569,1238,0:51.581,0
702,234891,1247,0:52.475,0
703,235228,1262,0:53.411,0
704,235577,1259,0:54.381,0
705,235934,1254,0:55.372,0
706,236268,1262,0:56.300,0
707,236594,1221,0:57.206,0
708,236909,1238,0:58.081,0
709,237236,1267,0:58.989,0
710,237582,1285,0:59.950,0
711,237933,1263,1:00.925,0
712,238245,1248,1:01.792,0
713,238565,1308,1:02.681,0
714,238896,1320,1:03.600,0
715,239256,1321,1:04.600,0
716,239617,1310,1:05.603,0
717,239960,1313,1:06.556,0
718,240279,1304,1:07.442,0
719,240574,1338,1:08.261,0
720,240863,1404,1:09.064,0
721,241171,1383,1:09.919,0
722,241514,1393,1:10.872,0
723,241866,1417,1:11.850,0
724,242232,1417,1:12.867,0
725,242598,1428,1:13.883,0
726,242961,1407,1:14.892,0
727,243304,1382,1:15.844,0
728,243662,1398,1:16.839,0
729,244021,1398,1:17.836,0
730,244356,1406,1:18.767,0
731,244698,1408,1:19.717,0
732,245030,1384,1:20.639,0
733,245367,1380,1:21.575,0
734,245723,1406,1:22.564,0
735,246073,1398,1:23.536,0
736,246414,1406,1:24.483,0
737,246748,1398,1:25.411,0
738,247045,1399,1:26.236,0
739,247339,1423,1:27.053,0
740,247637,1401,1:27.881,0
741,247951,1420,1:28.753,0
742,248257,1427,1:29.603,0
743,248563,1414,1:30.453,0
744,248862,1450,1:31.283,0
745,249161,1450,1:32.114,0
746,249457,1458,1:32.936,0
747,249743,1448,1:33.731,0
748,250043,1473,1:34.564,0
749,250353,1447,1:35.425,0
750,250653,1436,1:36.258,0
751,250959,1433,1:37.108,0
752,251236,1415,1:37.878,0
753,251519,1433,1:38.664,0
754,251813,1426,1:39.481,0
755,252118,1435,1:40.328,0
756,252475,1449,1:41.319,0
757,252829,1457,1:42.303,0
758,253162,1445,1:43.228,0
759,253472,1405,1:44.089,0
760,253762,1413,1:44.894,0
761,254064,1420,1:45.733,0
762,254357,1400,1:46.547,0
763,254669,1431,1:47.414,0
764,254996,1437,1:48.322,0
765,255307,1420,1:49.186,0
766,255614,1462,1:50.039,0
767,255919,1461,1:50.886,0
768,256105,1193,1:51.403,2
769,256508,1439,1:52.522,0
770,256810,1432,1:53.361,0
771,257112,1472,1:54.200,0
772,257403,1456,1:55.008,0
773,257583,1248,1:55.508,2
774,257959,1441,1:56.553,0
775,258138,1170,1:57.050,2
776,258533,1433,1:58.147,0
777,258715,1202,1:58.653,2
778,259127,1423,1:59.797,0
779,259418,1428,2:00.606,0
780,259601,1162,2:01.114,2
781,259991,1461,2:02.197,0
782,260167,1213,2:02.686,2
783,260596,1449,2:03.878,0
784,260888,1442,2:04.689,0
785,261167,930,2:05.464,0
786,261479,1411,2:06.331,0
787,261667,1179,2:06.853,2
788,262044,1429,2:07.900,0
789,262314,1440,2:08.650,0
790,262577,1449,2:09.381,0
791,262749,1197,2:09.858,2
792,262918,1367,2:10.328,2
793,263355,1446,2:11.542,0
794,263646,1457,2:12.350,0
795,263825,1201,2:12.847,2
796,264211,1456,2:13.919,0
797,264385,1210,2:14.403,2
798,264759,1440,2:15.442,0
799,265041,1435,2:16.225,0
800,265336,1447,2:17.044,0
801,265523,1193,2:17.564,2
802,265932,1381,2:18.700,0
803,266211,1359,2:19.475,0
804,266387,1079,2:19.964,2
805,266557,1274,2:20.436,2
806,266939,1308,2:21.497,0
807,267120,706,2:22.000,2
808,267492,1261,2:23.033,0
809,267761,1249,2:23.781,0
810,267946,1092,2:24.294,2
811,268130,1215,2:24.806,2
812,268507,1219,2:25.853,0
813,268678,753,2:26.328,2
814,269003,1197,2:27.231,0
815,269191,770,2:27.753,2
816,269526,1186,2:28.683,0
817,269719,792,2:29.219,2
818,270043,1204,2:30.119,0
819,270225,775,2:30.625,2
820,270547,1191,2:31.519,0
821,270721,839,2:32.003,2
822,271027,1148,2:32.853,0
823,271192,1138,2:33.311,2
824,271515,1196,2:34.208,0
825,271687,1150,2:34.686,2
826,272046,1152,2:35.683,0
827,272220,1197,2:36.167,2
828,272579,1176,2:37.164,0
829,272749,1207,2:37.636,2
830,273080,1171,2:38.556,0
831,273242,1201,2:39.006,2
832,273592,1200,2:39.978,0
833,273767,1198,2:40.464,2
834,274133,1199,2:41.481,0
835,274313,1252,2:41.981,2
836,274683,1204,2:43.008,0
837,274849,1215,2:43.469,2
838,275191,1196,2:44.419,0
839,275361,1282,2:44.892,2
840,275687,1253,2:45.797,0
841,275876,751,2:46.322,2
842,276204,1206,2:47.233,0
843,276380,1306,2:47.722,2
844,276719,1234,2:48.664,0
845,276897,1328,2:49.158,2
846,277226,1250,2:50.072,0
847,277390,1340,2:50.528,2
848,277719,1257,2:51.442,0
849,277883,1311,2:51.897,2
850,278233,1272,2:52.869,0
851,278414,1327,2:53.372,2
852,278770,1260,2:54.361,0
853,278942,1317,2:54.839,2
854,279270,1260,2:55.750,0
855,279430,1338,2:56.194,2
856,279740,1265,2:57.056,0
857,279900,1209,2:57.500,2
858,280228,1201,2:58.411,0
859,280401,1287,2:58.892,2
860,280728,1177,2:59.800,0
861,280901,1327,3:00.281,2
862,281224,1167,3:01.178,0
863,281389,1314,3:01.636,2
864,281707,1260,3:02.519,0
865,281866,1207,3:02.961,2
866,282203,1224,3:03.897,0
867,282362,1206,3:04.339,2
868,282714,1276,3:05.317,0
869,282884,1147,3:05.789,2
870,283228,1243,3:06.744,0
871,283401,1381,3:07.225,2
872,283714,1335,3:08.094,0
