,Sample #,MLII,Time,Type
200,68602,1361,3:10.561,0
201,68974,1328,3:11.594,0
202,69355,1295,3:12.653,0
203,69737,1330,3:13.714,0
204,70095,1372,3:14.708,0
205,70470,1325,3:15.750,0
206,70840,1325,3:16.778,0
207,71194,1355,3:17.761,0
208,71568,1376,3:18.800,0
209,71938,1374,3:19.828,0
210,72307,1366,3:20.853,0
211,72658,1384,3:21.828,0
212,73016,1363,3:22.822,0
213,73380,1335,3:23.833,0
214,73725,1344,3:24.792,0
215,74078,1354,3:25.772,0
216,74435,1309,3:26.764,0
217,74798,1317,3:27.772,0
218,75132,1308,3:28.700,0
219,75469,1355,3:29.636,0
220,75833,1332,3:30.647,0
221,76194,1319,3:31.650,0
222,76526,1320,3:32.572,0
223,76866,1329,3:33.517,0
224,77234,1363,3:34.539,0
225,77588,1321,3:35.522,0
226,77911,1338,3:36.419,0
227,78233,1342,3:37.314,0
228,78563,1318,3:38.231,0
229,78875,1352,3:39.097,0
230,79191,1354,3:39.975,0
231,79505,1318,3:40.847,0
232,79829,1336,3:41.747,0
233,80144,1342,3:42.622,0
234,80486,1381,3:43.572,0
235,80843,1364,3:44.564,0
236,81196,1330,3:45.544,0
237,81517,1402,3:46.436,0
238,81853,1380,3:47.369,0
239,82172,1279,3:48.256,0
240,82477,1304,3:49.103,0
241,82793,1294,3:49.981,0
242,83110,1299,3:50.861,0
243,83407,1275,3:51.686,0
244,83706,1279,3:52.517,0
245,84022,1296,3:53.394,0
246,84322,1279,3:54.228,0
247,84612,1297,3:55.033,0
248,84913,1353,3:55.869,0
249,85225,1366,3:56.736,0
250,85532,1328,3:57.589,0
251,85875,1369,3:58.542,0
252,86234,1357,3:59.539,0
253,86580,1379,4:00.500,0
254,86957,1330,4:01.547,0
255,87319,1308,4:02.553,0
256,87654,1326,4:03.483,0
257,88006,1353,4:04.461,0
258,88332,1334,4:05.367,0
259,88637,1335,4:06.214,0
260,88936,1338,4:07.044,0
261,89257,1359,4:07.936,0
262,89614,1373,4:08.928,0
263,89959,1357,4:09.886,0
264,90305,1399,4:10.847,0
265,90699,1357,4:11.942,0
266,91100,1349,4:13.056,0
267,91466,1366,4:14.072,0
268,91835,1365,4:15.097,0
269,92216,1362,4:16.156,0
270,92571,1332,4:17.142,0
271,92895,1357,4:18.042,0
272,93259,1342,4:19.053,0
273,93633,1372,4:20.092,0
274,93973,1382,4:21.036,0
275,94290,1354,4:21.917,0
276,94652,1376,4:22.922,0
277,95011,1351,4:23.919,0
278,95331,1315,4:24.808,0
279,95664,1391,4:25.733,0
280,96011,1359,4:26.697,0
281,96334,1359,4:27.594,0
282,96639,1370,4:28.442,0
283,96980,1372,4:29.389,0
284,97349,1360,4:30.414,0
285,97678,1347,4:31.328,0
286,98038,1336,4:32.328,0
287,98412,1337,4:33.367,0
288,98728,1348,4:34.244,0
289,99038,1364,4:35.106,0
290,99373,1427,4:36.036,0
291,99701,1416,4:36.947,0
292,100009,1340,4:37.803,0
293,100328,1337,4:38.689,0
294,100663,1287,4:39.619,0
295,100987,1283,4:40.519,0
296,101337,1294,4:41.492,0
297,101731,1314,4:42.586,0
298,102086,1306,4:43.572,0
299,102417,1335,4:44.492,0
300,102775,1370,4:45.486,0
301,103155,1328,4:46.542,0
302,103500,1368,4:47.500,0
303,103839,1315,4:48.442,0
304,104197,1311,4:49.436,0
305,104532,1338,4:50.367,0
306,104849,1343,4:51.247,0
307,105189,1400,4:52.192,0
308,105573,1410,4:53.258,0
309,105956,1359,4:54.322,0
310,106306,1344,4:55.294,0
311,106649,1300,4:56.247,0
312,106987,1279,4:57.186,0
313,107300,1284,4:58.056,0
314,107617,1308,4:58.936,0
315,107925,1318,4:59.792,0
316,108261,1316,5:00.725,0
317,108589,1353,5:01.636,0
318,108921,1371,5:02.558,0
319,109284,1368,5:03.567,0
320,109654,1361,5:04.594,0
321,109991,1386,5:05.531,0
322,110354,1335,5:06.539,0
323,110741,1319,5:07.614,0
324,111111,1352,5:08.642,0
325,111444,1375,5:09.567,0
326,111799,1404,5:10.553,0
327,112186,1416,5:11.628,0
328,112536,1378,5:12.600,0
329,112860,1408,5:13.500,0
330,113200,1407,5:14.444,0
331,113555,1396,5:15.431,0
332,113882,1379,5:16.339,0
333,114202,1371,5:17.228,0
334,114543,1409,5:18.175,0
335,114878,1397,5:19.106,0
336,115198,1402,5:19.994,0
337,115532,1379,5:20.922,0
338,115872,1327,5:21.867,0
339,116198,1330,5:22.772,0
340,116526,1295,5:23.683,0
341,116889,1316,5:24.692,0
342,117261,1330,5:25.725,0
343,117587,1351,5:26.631,0
344,117926,1366,5:27.572,0
345,118310,1389,5:28.639,0
346,118637,1386,5:29.547,0
347,118966,1419,5:30.461,0
348,119308,1426,5:31.411,0
349,119661,1403,5:32.392,0
350,119982,1393,5:33.283,0
351,120313,1390,5:34.203,0
352,120660,1415,5:35.167,0
353,121018,1385,5:36.161,0
354,121334,1373,5:37.039,0
355,121683,1371,5:38.008,0
356,122040,1402,5:39.000,0
357,122359,1393,5:39.886,0
358,122666,1379,5:40.739,0
359,123001,1367,5:41.669,0
360,123354,1388,5:42.650,0
361,123673,1343,5:43.536,0
362,123995,1386,5:44.431,0
363,124379,1382,5:45.497,0
364,124754,1350,5:46.539,0
365,125082,1358,5:47.450,0
366,125423,1338,5:48.397,0
367,125765,1354,5:49.347,0
368,126096,1304,5:50.267,0
369,126397,1337,5:51.103,0
370,126732,1356,5:52.033,0
371,127129,1362,5:53.136,0
372,127471,1346,5:54.086,0
373,127788,1374,5:54.967,0
374,128135,1351,5:55.931,0
375,128501,1324,5:56.947,0
376,128815,1367,5:57.819,0
377,129132,1367,5:58.700,0
378,129480,1392,5:59.667,0
379,129821,1300,6:00.614,0
380,130128,1315,6:01.467,0
381,130447,1294,6:02.353,0
382,130792,1238,6:03.311,0
383,131112,1298,6:04.200,0
384,131414,1288,6:05.039,0
385,131738,1297,6:05.939,0
386,132082,1297,6:06.894,0
387,132406,1286,6:07.794,0
388,132713,1313,6:08.647,0
389,133044,1306,6:09.567,0
390,133418,1290,6:10.606,0
391,133778,1301,6:11.606,0
392,134105,1323,6:12.514,0
393,134491,1334,6:13.586,0
394,134860,1308,6:14.611,0
395,135189,1310,6:15.525,0
396,135529,1317,6:16.469,0
397,135898,1368,6:17.494,0
398,136227,1349,6:18.408,0
399,136527,1332,6:19.242,0
400,136855,1360,6:20.153,0
401,137211,1350,6:21.142,0
402,137528,1331,6:22.022,0
403,137841,1365,6:22.892,0
404,138201,1337,6:23.892,0
405,138583,1329,6:24.953,0
406,138913,1318,6:25.869,0
407,139260,1336,6:26.833,0
408,139660,1316,6:27.944,0
409,140004,1315,6:28.900,0
410,140317,1332,6:29.769,0
411,140672,1351,6:30.756,0
412,141056,1358,6:31.822,0
413,141390,1377,6:32.750,0
414,141694,1348,6:33.594,0
415,142048,1375,6:34.578,0
416,142416,1358,6:35.600,0
417,142773,1338,6:36.592,0
418,143111,1357,6:37.531,0
419,143482,1373,6:38.561,0
420,143880,1349,6:39.667,0
421,144233,1393,6:40.647,0
422,144555,1398,6:41.542,0
423,144914,1376,6:42.539,0
424,145260,1357,6:43.500,0
425,145578,1325,6:44.383,0
426,145887,1312,6:45.242,0
427,146223,1283,6:46.175,0
428,146568,1296,6:47.133,0
429,146883,1280,6:48.008,0
430,147206,1331,6:48.906,0
431,147560,1350,6:49.889,0
432,147938,1385,6:50.939,0
433,148277,1354,6:51.881,0
434,148650,1337,6:52.917,0
435,149034,1358,6:53.983,0
436,149366,1299,6:54.906,0
437,149680,1310,6:55.778,0
438,150003,1381,6:56.675,0
439,150331,1323,6:57.586,0
440,150637,1326,6:58.436,0
441,150954,1392,6:59.317,0
442,151287,1361,7:00.242,0
443,151630,1393,7:01.194,0
444,151938,1387,7:02.050,0
445,152250,1363,7:02.917,0
446,152583,1334,7:03.842,0
447,152921,1344,7:04.781,0
448,153225,1339,7:05.625,0
449,153563,1344,7:06.564,0
450,153936,1344,7:07.600,0
451,154295,1318,7:08.597,0
452,154626,1351,7:09.517,0
453,154964,1355,7:10.456,0
454,155297,1346,7:11.381,0
455,155606,1282,7:12.239,0
456,155907,1312,7:13.075,0
457,156235,1306,7:13.986,0
458,156590,1362,7:14.972,0
459,156910,1342,7:15.861,0
460,157215,1373,7:16.708,0
461,157542,1375,7:17.617,0
462,157852,1366,7:18.478,0
463,158147,1348,7:19.297,0
464,158448,1350,7:20.133,0
465,158800,1308,7:21.111,0
466,159150,1337,7:22.083,0
467,159473,1331,7:22.981,0
468,159865,1388,7:24.069,0
469,160257,1340,7:25.158,0
470,160588,1410,7:26.078,0
471,160927,1366,7:27.019,0
472,161285,1347,7:28.014,0
473,161618,1340,7:28.939,0
474,161934,1371,7:29.817,0
475,162252,1346,7:30.700,0
476,162589,1356,7:31.636,0
477,162917,1352,7:32.547,0
478,163218,1347,7:33.383,0
479,163523,1335,7:34.231,0
480,163857,1351,7:35.158,0
481,164168,1381,7:36.022,0
482,164480,1358,7:36.889,0
483,164810,1394,7:37.806,0
484,165183,1374,7:38.842,0
485,165538,1376,7:39.828,0
486,165853,1354,7:40.703,0
487,166175,1326,7:41.597,0
488,166508,1361,7:42.522,0
489,166824,1355,7:43.400,0
490,167128,1328,7:44.244,0
491,167423,1361,7:45.064,0
492,167713,1314,7:45.869,0
493,168013,1350,7:46.703,0
494,168321,1366,7:47.558,0
495,168624,1320,7:48.400,0
496,168933,1337,7:49.258,0
497,169235,1342,7:50.097,0
498,169678,1366,7:51.328,0
499,170095,1346,7:52.486,0
500,170460,1306,7:53.500,0
501,170826,1354,7:54.517,0
502,171200,1324,7:55.556,0
503,171579,1304,7:56.608,0
504,171938,1352,7:57.606,0
505,172315,1361,7:58.653,0
506,172689,1354,7:59.692,0
507,173054,1365,8:00.706,0
508,173410,1367,8:01.694,0
509,173774,1361,8:02.706,0
510,174130,1294,8:03.694,0
511,174452,1328,8:04.589,0
512,174789,1350,8:05.525,0
513,175174,1335,8:06.594,0
514,175526,1330,8:07.572,0
515,175854,1355,8:08.483,0
516,176223,1308,8:09.508,0
517,176592,1347,8:10.533,0
518,176917,1308,8:11.436,0
519,177240,1354,8:12.333,0
520,177590,1344,8:13.306,0
521,177944,1358,8:14.289,0
522,178290,1350,8:15.250,0
523,178605,1351,8:16.125,0
524,178957,1357,8:17.103,0
525,179328,1348,8:18.133,0
526,179707,1336,8:19.186,0
527,180031,1351,8:20.086,0
528,180354,1348,8:20.983,0
529,180689,1380,8:21.914,0
530,181026,1393,8:22.850,0
531,181330,1352,8:23.694,0
532,181645,1383,8:24.569,0
533,181994,1358,8:25.539,0
534,182350,1310,8:26.528,0
535,182669,1270,8:27.414,0
536,183005,1314,8:28.347,0
537,183378,1285,8:29.383,0
538,183733,1320,8:30.369,0
539,184041,1318,8:31.225,0
540,184383,1303,8:32.175,0
541,184760,1346,8:33.222,0
542,185096,1348,8:34.156,0
543,185413,1387,8:35.036,0
544,185748,1329,8:35.967,0
545,186081,1340,8:36.892,0
546,186387,1340,8:37.742,0
547,186701,1370,8:38.614,0
548,187029,1372,8:39.525,0
549,187350,1385,8:40.417,0
550,187661,1394,8:41.281,0
551,187987,1369,8:42.186,0
552,188336,1392,8:43.156,0
553,188685,1386,8:44.125,0
554,189007,1401,8:45.019,0
555,189359,1359,8:45.997,0
556,189762,1361,8:47.117,0
557,190121,1368,8:48.114,0
558,190472,1376,8:49.089,0
559,190823,1332,8:50.064,0
560,191167,1345,8:51.019,0
561,191483,1353,8:51.897,0
562,191819,1369,8:52.831,0
563,192173,1331,8:53.814,0
564,192506,1310,8:54.739,0
565,192834,1337,8:55.650,0
566,193164,1354,8:56.567,0
567,193523,1373,8:57.564,0
568,193865,1415,8:58.514,0
569,194216,1415,8:59.489,0
570,194572,1420,9:00.478,0
571,194915,1309,9:01.431,0
572,195241,1368,9:02.336,0
573,195579,1379,9:03.275,0
574,195912,1323,9:04.200,0
575,196239,1301,9:05.108,0
576,196555,1340,9:05.986,0
577,196873,1370,9:06.869,0
578,197208,1384,9:07.800,0
579,197534,1353,9:08.706,0
580,197848,1367,9:09.578,0
581,198184,1327,9:10.511,0
582,198531,1338,9:11.475,0
583,198889,1337,9:12.469,0
584,199214,1321,9:13.372,0
585,199556,1315,9:14.322,0
586,199923,1345,9:15.342,0
587,200256,1349,9:16.267,0
588,200578,1373,9:17.161,0
589,200908,1380,9:18.078,0
590,201223,1350,9:18.953,0
591,201539,1376,9:19.831,0
592,201874,1383,9:20.761,0
593,202232,1358,9:21.756,0
594,202569,1386,9:22.692,0
595,202909,1365,9:23.636,0
596,203287,1431,9:24.686,0
597,203626,1419,9:25.628,0
598,203944,1377,9:26.511,0
599,204282,1333,9:27.450,0
600,204628,1297,9:28.411,0
601,204963,1281,9:29.342,0
602,205286,1262,9:30.239,0
603,205635,1306,9:31.208,0
604,205986,1276,9:32.183,0
605,206296,1299,9:33.044,0
606,206625,1300,9:33.958,0
607,206960,1336,9:34.889,0
608,207279,1314,9:35.775,0
609,207588,1335,9:36.633,0
610,207918,1314,9:37.550,0
611,208291,1313,9:38.586,0
612,208619,1317,9:39.497,0
613,208927,1358,9:40.353,0
614,209299,1402,9:41.386,0
615,209676,1371,9:42.433,0
616,210004,1327,9:43.344,0
617,210323,1335,9:44.231,0
618,210675,1341,9:45.208,0
619,211020,1353,9:46.167,0
620,211333,1319,9:47.036,0
621,211655,1325,9:47.931,0
622,211990,1297,9:48.861,0
623,212311,1270,9:49.753,0
624,212612,1284,9:50.589,0
625,212921,1249,9:51.447,0
626,213256,1325,9:52.378,0
627,213584,1321,9:53.289,0
628,213882,1333,9:54.117,0
629,214201,1340,9:55.003,0
630,214550,1299,9:55.972,0
631,214869,1270,9:56.858,0
632,215169,1298,9:57.692,0
633,215481,1311,9:58.558,0
634,215808,1377,9:59.467,0
635,216120,1327,0:00.333,0
636,216418,1398,0:01.161,0
637,216722,1389,0:02.006,0
638,217090,1385,0:03.028,0
639,217413,1366,0:03.925,0
640,217714,1369,0:04.761,0
641,218040,1362,0:05.667,0
642,218373,1372,0:06.592,0
643,218691,1419,0:07.475,0
644,218989,1389,0:08.303,0
645,219308,1359,0:09.189,0
646,219671,1314,0:10.197,0
647,220007,1313,0:11.131,0
648,220311,1297,0:11.975,0
649,220631,1337,0:12.864,0
650,220977,1333,0:13.825,0
651,221289,1277,0:14.692,0
652,221590,1330,0:15.528,0
653,221930,1307,0:16.472,0
654,222294,1364,0:17.483,0
655,222610,1349,0:18.361,0
656,222911,1313,0:19.197,0
657,223231,1406,0:20.086,0
658,223614,1427,0:21.150,0
659,223952,1381,0:22.089,0
660,224300,1347,0:23.056,0
661,224683,1338,0:24.119,0
662,225032,1334,0:25.089,0
663,225337,1295,0:25.936,0
664,225683,1354,0:26.897,0
665,226038,1358,0:27.883,0
666,226366,1309,0:28.794,0
667,226676,1343,0:29.656,0
668,227001,1375,0:30.558,0
669,227358,1300,0:31.550,0
670,227677,1305,0:32.436,0
671,227983,1290,0:33.286,0
672,228303,1350,0:34.175,0
673,228615,1355,0:35.042,0
674,228922,1308,0:35.894,0
675,229231,1321,0:36.753,0
676,229565,1329,0:37.681,0
677,229881,1302,0:38.558,0
678,230196,1319,0:39.433,0
679,230498,1357,0:40.272,0
680,230791,1348,0:41.086,0
681,231083,1361,0:41.897,0
682,231409,1338,0:42.803,0
683,231739,1363,0:43.719,0
684,232040,1384,0:44.556,0
685,232344,1366,0:45.400,0
686,232681,1318,0:46.336,0
687,232998,1307,0:47.217,0
688,233300,1341,0:48.056,0
689,233623,1379,0:48.953,0
690,233973,1412,0:49.925,0
691,234300,1277,0:50.833,0
692,234604,1304,0:51.678,0
693,234934,1303,0:52.594,0
694,235302,1313,0:53.617,0
695,235632,1300,0:54.533,0
696,235938,1334,0:55.383,0
697,236293,1372,0:56.369,0
698,236662,1352,0:57.394,0
699,236991,1330,0:58.308,0
700,237300,1329,0:59.167,0
701,237655,1334,1:00.153,0
702,238001,1394,1:01.114,0
703,238310,1379,1:01.972,0
704,238632,1357,1:02.867,0
705,238983,1317,1:03.842,0
706,239321,1341,1:04.781,0
707,239629,1347,1:05.636,0
708,239953,1328,1:06.536,0
709,240309,1293,1:07.525,0
710,240629,1263,1:08.414,0
711,240933,1320,1:09.258,0
712,241261,1320,1:10.169,0
713,241609,1368,1:11.136,0
714,241934,1315,1:12.039,0
715,242236,1303,1:12.878,0
716,242549,1349,1:13.747,0
717,242910,1313,1:14.750,0
718,243235,1273,1:15.653,0
719,243541,1352,1:16.503,0
720,243874,1311,1:17.428,0
721,244203,1306,1:18.342,0
722,244513,1263,1:19.203,0
723,244809,1295,1:20.025,0
724,245125,1303,1:20.903,0
725,245470,1315,1:21.861,0
726,245784,1351,1:22.733,0
727,246076,1351,1:23.544,0
728,246395,1367,1:24.431,0
729,246706,1357,1:25.294,0
730,247017,1363,1:26.158,0
731,247304,1319,1:26.956,0
732,247616,1389,1:27.822,0
733,247940,1375,1:28.722,0
734,248247,1346,1:29.575,0
735,248544,1289,1:30.400,0
736,248865,1327,1:31.292,0
737,249209,1318,1:32.247,0
738,249528,1282,1:33.133,0
739,249835,1318,1:33.986,0
740,250177,1313,1:34.936,0
741,250540,1296,1:35.944,0
742,250863,1338,1:36.842,0
743,251199,1349,1:37.775,0
744,251539,1375,1:38.719,0
745,251880,1360,1:39.667,0
746,252197,1311,1:40.547,0
747,252511,1331,1:41.419,0
748,252866,1344,1:42.406,0
749,253227,1352,1:43.408,0
750,253542,1310,1:44.283,0
751,253911,1354,1:45.308,0
752,254292,1349,1:46.367,0
753,254627,1337,1:47.297,0
754,254946,1304,1:48.183,0
755,255270,1356,1:49.083,0
756,255625,1397,1:50.069,0
757,255940,1389,1:50.944,0
758,256273,1342,1:51.869,0
759,256679,1356,1:52.997,0
760,257065,1416,1:54.069,0
761,257401,1350,1:55.003,0
762,257742,1327,1:55.950,0
763,258109,1330,1:56.969,0
764,258428,1274,1:57.856,0
765,258734,1312,1:58.706,0
766,259048,1348,1:59.578,0
767,259366,1350,2:00.461,0
768,259679,1385,2:01.331,0
769,260004,1331,2:02.233,0
770,260335,1368,2:03.153,0
771,260663,1329,2:04.064,0
772,260989,1358,2:04.969,0
773,261337,1386,2:05.936,0
774,261730,1445,2:07.028,0
775,262080,1379,2:08.000,0
776,262416,1299,2:08.933,0
777,262741,1283,2:09.836,0
778,263055,1306,2:10.708,0
779,263367,1326,2:11.575,0
780,263683,1334,2:12.453,0
781,263992,1358,2:13.311,0
782,264306,1351,2:14.183,0
783,264603,1336,2:15.008,0
784,264915,1379,2:15.875,0
785,265244,1368,2:16.789,0
786,265563,1347,2:17.675,0
787,265872,1360,2:18.533,0
788,266187,1368,2:19.408,0
789,266493,1326,2:20.258,0
790,266788,1333,2:21.078,0
791,267081,1330,2:21.892,0
792,267402,1364,2:22.783,0
793,267752,1346,2:23.756,0
794,268066,1305,2:24.628,0
795,268416,1382,2:25.600,0
796,268843,1368,2:26.786,0
797,269203,1358,2:27.786,0
798,269554,1376,2:28.761,0
799,269923,1368,2:29.786,0
800,270277,1371,2:30.769,0
801,270594,1395,2:31.650,0
802,270928,1396,2:32.578,0
803,271292,1377,2:33.589,0
804,271624,1355,2:34.511,0
805,271930,1316,2:35.361,0
806,272275,1315,2:36.319,0
807,272664,1280,2:37.400,0
808,273015,1266,2:38.375,0
809,273334,1254,2:39.261,0
810,273683,1304,2:40.231,0
811,274052,1339,2:41.256,0
812,274386,1318,2:42.183,0
813,274707,1304,2:43.075,0
814,275048,1358,2:44.022,0
815,275419,1381,2:45.053,0
816,275746,1319,2:45.961,0
817,276066,1291,2:46.850,0
818,276414,1323,2:47.817,0
819,276762,1324,2:48.783,0
820,277072,1255,2:49.644,0
821,277410,1276,2:50.583,0
822,277771,1347,2:51.586,0
823,278112,1341,2:52.533,0
824,278427,1337,2:53.408,0
825,278759,1346,2:54.331,0
826,279107,1345,2:55.297,0
827,279411,1298,2:56.142,0
828,279704,1346,2:56.956,0
829,280005,1337,2:57.792,0
830,280322,1352,2:58.672,0
831,280621,1313,2:59.503,0
832,280911,1278,3:00.308,0
833,281224,1323,3:01.178,0
834,281559,1330,3:02.108,0
835,281864,1292,3:02.956,0
836,282153,1287,3:03.758,0
837,282470,1307,3:04.639,0
838,282805,1312,3:05.569,0
839,283120,1313,3:06.444,0
840,283418,1340,3:07.272,0
841,283748,1337,3:08.189,0
842,284126,1350,3:09.239,0
843,284443,1355,3:10.119,0
844,284770,1377,3:11.028,0
845,285105,1340,3:11.958,0
846,285427,1357,3:12.853,0
847,285730,1330,3:13.694,0
848,286042,1365,3:14.561,0
849,286360,1350,3:15.444,0
850,286677,1365,3:16.325,0
851,286979,1386,3:17.164,0
852,287280,1363,3:18.000,0
853,287623,1319,3:18.953,0
854,287945,1298,3:19.847,0
855,288256,1294,3:20.711,0
856,288575,1363,3:21.597,0
857,288906,1344,3:22.517,0
858,289230,1307,3:23.417,0
859,289534,1317,3:24.261,0
860,289898,1360,3:25.272,0
861,290292,1348,3:26.367,0
862,290649,1341,3:27.358,0
863,290998,1313,3:28.328,0
864,291349,1319,3:29.303,0
865,291706,1347,3:30.294,0
866,292022,1352,3:31.172,0
867,292347,1389,3:32.075,0
868,292701,1391,3:33.058,0
869,293058,1337,3:34.050,0
870,293388,1336,3:34.967,0
871,293739,1327,3:35.942,0
872,294121,1343,3:37.003,0
