,Sample #,MLII,Time,Type
105,29211,1253,1:21.142,0
106,29495,1243,1:21.931,0
107,29784,1247,1:22.733,0
108,30082,1251,1:23.561,0
109,30382,1254,1:24.394,0
110,30670,1257,1:25.194,0
111,30951,1239,1:25.975,0
112,31221,1253,1:26.725,0
113,31496,1246,1:27.489,0
114,31789,1260,1:28.303,0
115,32080,1242,1:29.111,0
116,32376,1224,1:29.933,0
117,32671,1229,1:30.753,0
118,32980,1253,1:31.611,0
119,33289,1242,1:32.469,0
120,33583,1237,1:33.286,0
121,33869,1232,1:34.081,0
122,34155,1244,1:34.875,0
123,34439,1211,1:35.664,0
124,34719,1130,1:36.442,0
125,35009,997,1:37.247,0
126,35309,1045,1:38.081,0
127,35620,1177,1:38.944,0
128,35947,1344,1:39.853,0
129,36260,1447,1:40.722,0
130,36575,1416,1:41.597,0
131,36890,1362,1:42.472,0
132,37184,1327,1:43.289,0
133,37476,1218,1:44.100,0
134,37763,1243,1:44.897,0
135,38056,1249,1:45.711,0
136,38355,1271,1:46.542,0
137,38666,1252,1:47.406,0
138,38977,1279,1:48.269,0
139,39267,1288,1:49.075,0
140,39552,1256,1:49.867,0
141,39836,1257,1:50.656,0
142,40124,1272,1:51.456,0
143,40401,1248,1:52.225,0
144,40682,1243,1:53.006,0
145,40966,1222,1:53.794,0
146,41242,1187,1:54.561,0
147,41532,1321,1:55.367,0
148,41829,1359,1:56.192,0
149,42138,1339,1:57.050,0
150,42438,1238,1:57.883,0
151,42745,1191,1:58.736,0
152,43063,1189,1:59.619,0
153,43373,1254,2:00.481,0
154,43668,1240,2:01.300,0
155,43944,1221,2:02.067,0
156,44218,1231,2:02.828,0
157,44485,1233,2:03.569,0
158,44755,1225,2:04.319,0
159,45030,1239,2:05.083,0
160,45296,1262,2:05.822,0
161,45565,1305,2:06.569,0
162,45837,1315,2:07.325,0
163,46112,1348,2:08.089,0
164,46390,1311,2:08.861,0
165,46662,1281,2:09.617,0
166,46948,1259,2:10.411,0
167,47273,1256,2:11.314,0
168,47599,1330,2:12.219,0
169,47933,1353,2:13.147,0
170,48248,1340,2:14.022,0
171,48547,1329,2:14.853,0
172,48841,1359,2:15.669,0
173,49137,1367,2:16.492,0
174,49427,1418,2:17.297,0
175,49711,1392,2:18.086,0
176,49994,1418,2:18.872,0
177,50271,1434,2:19.642,0
178,50552,1460,2:20.422,0
179,50838,1415,2:21.217,0
180,51128,1422,2:22.022,0
181,51422,1418,2:22.839,0
182,51717,1426,2:23.658,0
183,52005,1441,2:24.458,0
184,52295,1435,2:25.264,0
185,52595,1372,2:26.097,0
186,52891,1429,2:26.919,0
187,53177,1418,2:27.714,0
188,53457,1331,2:28.492,0
189,53732,1409,2:29.256,0
190,54007,1301,2:30.019,0
191,54275,1324,2:30.764,0
192,54546,1318,2:31.517,0
193,54820,1297,2:32.278,0
194,55093,1307,2:33.036,0
195,55377,1424,2:33.825,0
196,55671,1428,2:34.642,0
197,55962,1455,2:35.450,0
198,56236,1443,2:36.211,0
199,56508,1451,2:36.967,0
200,56772,1443,2:37.700,0
201,57036,1407,2:38.433,0
202,57298,1451,2:39.161,0
203,57567,1439,2:39.908,0
204,57839,1270,2:40.664,0
205,58115,1410,2:41.431,0
206,58391,1416,2:42.197,0
207,58661,1396,2:42.947,0
208,58943,1351,2:43.731,0
209,59237,1333,2:44.547,0
210,59520,1283,2:45.333,0
211,59791,1255,2:46.086,0
212,60045,1286,2:46.792,0
213,60294,1263,2:47.483,0
214,60536,1270,2:48.156,0
215,60775,1256,2:48.819,0
216,61015,1276,2:49.486,0
217,61262,1267,2:50.172,0
218,61504,1253,2:50.844,0
219,61752,1275,2:51.533,0
220,61998,1259,2:52.217,0
221,62255,1230,2:52.931,0
222,62514,1244,2:53.650,0
223,62766,1387,2:54.350,0
224,63019,1377,2:55.053,0
225,63265,1376,2:55.736,0
226,63509,1347,2:56.414,0
227,63759,1396,2:57.108,0
228,64001,1387,2:57.781,0
229,64248,1354,2:58.467,0
230,64495,1290,2:59.153,0
231,64732,1236,2:59.811,0
232,64970,1311,3:00.472,0
233,65204,1321,3:01.122,0
234,65435,1193,3:01.764,0
235,65671,1220,3:02.419,0
236,65900,1192,3:03.056,0
237,66127,1178,3:03.686,0
238,66345,1191,3:04.292,0
239,66564,1262,3:04.900,0
240,66781,1266,3:05.503,0
241,67014,1246,3:06.150,0
242,67255,1275,3:06.819,0
243,67515,1265,3:07.542,0
244,67796,1354,3:08.322,0
245,68075,1242,3:09.097,0
246,68349,1258,3:09.858,0
247,68606,1215,3:10.572,0
248,68860,1264,3:11.278,0
249,69105,1259,3:11.958,0
250,69336,1250,3:12.600,0
251,69567,1241,3:13.242,0
252,69791,1238,3:13.864,0
253,70018,1256,3:14.494,0
254,70251,1256,3:15.142,0
255,70489,1261,3:15.803,0
256,70734,1245,3:16.483,0
257,70997,1261,3:17.214,0
258,71258,1240,3:17.939,0
259,71520,1233,3:18.667,0
260,71780,1186,3:19.389,0
261,72054,1189,3:20.150,0
262,72323,1195,3:20.897,0
263,72579,1218,3:21.608,0
264,72840,1212,3:22.333,0
265,73091,1223,3:23.031,0
266,73342,1231,3:23.728,0
267,73593,1169,3:24.425,0
268,73845,1249,3:25.125,0
269,74107,1225,3:25.853,0
270,74379,1198,3:26.608,0
271,74642,1180,3:27.339,0
272,74902,1176,3:28.061,0
273,75163,1171,3:28.786,0
274,75428,1181,3:29.522,0
275,75692,1224,3:30.256,0
276,75952,1250,3:30.978,0
277,76215,1252,3:31.708,0
278,76480,1250,3:32.444,0
279,76739,1369,3:33.164,0
280,76989,1355,3:33.858,0
281,77241,1391,3:34.558,0
282,77488,1369,3:35.244,0
283,77729,1394,3:35.914,0
284,77965,1382,3:36.569,0
285,78197,1370,3:37.214,0
286,78428,1369,3:37.856,0
287,78663,1349,3:38.508,0
288,78905,1402,3:39.181,0
289,79147,1334,3:39.853,0
290,79400,1396,3:40.556,0
291,79647,1384,3:41.242,0
292,79900,1375,3:41.944,0
293,80158,1381,3:42.661,0
294,80420,1351,3:43.389,0
295,80674,1367,3:44.094,0
296,80932,1362,3:44.811,0
297,81179,1383,3:45.497,0
298,81429,1384,3:46.192,0
299,81675,1416,3:46.875,0
300,81917,1427,3:47.547,0
301,82161,1338,3:48.225,0
302,82395,1206,3:48.875,0
303,82626,1247,3:49.517,0
304,82853,1254,3:50.147,0
305,83088,1279,3:50.800,0
306,83338,1275,3:51.494,0
307,83587,1259,3:52.186,0
308,83848,1346,3:52.911,0
309,84108,1359,3:53.633,0
310,84365,1383,3:54.347,0
311,84612,1378,3:55.033,0
312,84851,1383,3:55.697,0
313,85100,1341,3:56.389,0
314,85346,1255,3:57.072,0
315,85587,1390,3:57.742,0
316,85831,1378,3:58.419,0
317,86073,1381,3:59.092,0
318,86335,1353,3:59.819,0
319,86604,1368,4:00.567,0
320,86854,1395,4:01.261,0
321,87102,1256,4:01.950,0
322,87351,1265,4:02.642,0
323,87600,1198,4:03.333,0
324,87847,1195,4:04.019,0
325,88091,1296,4:04.697,0
326,88338,1272,4:05.383,0
327,88589,1293,4:06.081,0
328,88834,1283,4:06.761,0
329,89081,1306,4:07.447,0
330,89327,1286,4:08.131,0
331,89588,1267,4:08.856,0
332,89862,1333,4:09.617,0
333,90122,1379,4:10.339,0
334,90387,1391,4:11.075,0
335,90665,1363,4:11.847,0
336,90920,1367,4:12.556,0
337,91173,1364,4:13.258,0
338,91424,1373,4:13.956,0
339,91684,1358,4:14.678,0
340,91956,1254,4:15.433,0
341,92227,1236,4:16.186,0
342,92486,1222,4:16.906,0
343,92740,1251,4:17.611,0
344,92998,1238,4:18.328,0
345,93255,1227,4:19.042,0
346,93523,1220,4:19.786,0
347,93793,1203,4:20.536,0
348,94055,1212,4:21.264,0
349,94308,1226,4:21.967,0
350,94558,1221,4:22.661,0
351,94824,1215,4:23.400,0
352,95122,1194,4:24.228,0
353,95428,1201,4:25.078,0
354,95740,1247,4:25.944,0
355,96047,1242,4:26.797,0
356,96342,1390,4:27.617,0
357,96611,1437,4:28.364,0
358,96876,1214,4:29.100,0
359,97134,1080,4:29.817,0
360,97381,1225,4:30.503,0
361,97629,1288,4:31.192,0
362,97873,1216,4:31.869,0
363,98114,1246,4:32.539,0
364,98358,1396,4:33.217,0
365,98595,1446,4:33.875,0
366,98837,1425,4:34.547,0
367,99073,1377,4:35.203,0
368,99322,1334,4:35.894,0
369,99573,1408,4:36.592,0
370,99816,1373,4:37.267,0
371,100066,1325,4:37.961,0
372,100310,1351,4:38.639,0
373,100559,1310,4:39.331,0
374,100822,1327,4:40.061,0
375,101084,1308,4:40.789,0
376,101360,1353,4:41.556,0
377,101625,1382,4:42.292,0
378,101874,1357,4:42.983,0
379,102134,1341,4:43.706,0
380,102405,1344,4:44.458,0
381,102688,1326,4:45.244,0
382,102988,1334,4:46.078,0
383,103327,1365,4:47.019,0
384,103647,1371,4:47.908,0
385,103977,1377,4:48.825,0
386,104313,1394,4:49.758,0
387,104664,1397,4:50.733,0
388,105025,1360,4:51.736,0
389,105347,1384,4:52.631,0
390,105650,1359,4:53.472,0
391,105962,1377,4:54.339,0
392,106292,1392,4:55.256,0
393,106646,1376,4:56.239,0
394,107007,1377,4:57.242,0
395,107359,1397,4:58.219,0
396,107708,1387,4:59.189,0
397,108050,1429,5:00.139,0
398,108391,1377,5:01.086,0
399,108724,1385,5:02.011,0
400,109051,1379,5:02.919,0
401,109399,1371,5:03.886,0
402,109753,1372,5:04.869,0
403,110086,1393,5:05.794,0
404,110413,1351,5:06.703,0
405,110752,1334,5:07.644,0
406,111078,1292,5:08.550,0
407,111416,1315,5:09.489,0
408,111767,1313,5:10.464,0
409,112092,1333,5:11.367,0
410,112403,1317,5:12.231,0
411,112746,1268,5:13.183,0
412,113100,1296,5:14.167,0
413,113438,1344,5:15.106,0
414,113781,1389,5:16.058,0
415,114083,1384,5:16.897,0
416,114387,1329,5:17.742,0
417,114712,1346,5:18.644,0
418,115033,1362,5:19.536,0
419,115355,1331,5:20.431,0
420,115694,1372,5:21.372,0
421,116038,1367,5:22.328,0
422,116389,1357,5:23.303,0
423,116729,1351,5:24.247,0
424,117069,1333,5:25.192,0
425,117419,1304,5:26.164,0
426,117758,1233,5:27.106,0
427,118084,1309,5:28.011,0
428,118418,1305,5:28.939,0
429,118762,1288,5:29.894,0
430,119125,1299,5:30.903,0
431,119492,1332,5:31.922,0
432,119836,1287,5:32.878,0
433,120171,1310,5:33.808,0
434,120522,1293,5:34.783,0
435,120864,1339,5:35.733,0
436,121209,1308,5:36.692,0
437,121557,1305,5:37.658,0
438,121898,1333,5:38.606,0
439,122253,1318,5:39.592,0
440,122607,1297,5:40.575,0
441,122914,1340,5:41.428,0
442,123223,1376,5:42.286,0
443,123541,1422,5:43.169,0
444,123887,1395,5:44.131,0
445,124225,1417,5:45.069,0
446,124541,1391,5:45.947,0
447,124847,1383,5:46.797,0
448,125152,1250,5:47.644,0
449,125468,1295,5:48.522,0
450,125806,1410,5:49.461,0
451,126149,1411,5:50.414,0
452,126467,1454,5:51.297,0
453,126766,1448,5:52.128,0
454,127071,1472,5:52.975,0
455,127390,1437,5:53.861,0
456,127737,1402,5:54.825,0
457,128092,1380,5:55.811,0
458,128441,1312,5:56.781,0
459,128787,1313,5:57.742,0
460,129102,1261,5:58.617,0
461,129401,1316,5:59.447,0
462,129684,1410,6:00.233,0
463,129970,1380,6:01.028,0
464,130263,1370,6:01.842,0
465,130574,1357,6:02.706,0
466,130919,1296,6:03.664,0
467,131266,1270,6:04.628,0
468,131615,1264,6:05.597,0
469,131932,1266,6:06.478,0
470,132249,1264,6:07.358,0
471,132541,1299,6:08.169,0
472,132832,1367,6:08.978,0
473,133137,1367,6:09.825,0
474,133466,1406,6:10.739,0
475,133798,1405,6:11.661,0
476,134162,1339,6:12.672,0
477,134536,1290,6:13.711,0
478,134893,1305,6:14.703,0
479,135242,1280,6:15.672,0
480,135593,1310,6:16.647,0
481,135928,1314,6:17.578,0
482,136262,1310,6:18.506,0
483,136579,1374,6:19.386,0
484,136909,1368,6:20.303,0
485,137258,1365,6:21.272,0
486,137591,1343,6:22.197,0
487,137927,1315,6:23.131,0
488,138265,1323,6:24.069,0
489,138618,1320,6:25.050,0
490,138972,1302,6:26.033,0
491,139319,1216,6:26.997,0
492,139660,1225,6:27.944,0
493,139979,1235,6:28.831,0
494,140283,1229,6:29.675,0
495,140588,1243,6:30.522,0
496,140901,1327,6:31.392,0
497,141224,1325,6:32.289,0
498,141560,1321,6:33.222,0
499,141897,1308,6:34.158,0
500,142249,1282,6:35.136,0
501,142605,1337,6:36.125,0
502,142944,1340,6:37.067,0
503,143279,1345,6:37.997,0
504,143627,1329,6:38.964,0
505,143997,1306,6:39.992,0
506,144365,1319,6:41.014,0
507,144702,1318,6:41.950,0
508,145045,1308,6:42.903,0
509,145403,1290,6:43.897,0
510,145745,1352,6:44.847,0
511,146093,1330,6:45.814,0
512,146444,1315,6:46.789,0
513,146801,1310,6:47.781,0
514,147166,1270,6:48.794,0
515,147499,1283,6:49.719,0
516,147822,1332,6:50.617,0
517,148145,1350,6:51.514,0
518,148476,1318,6:52.433,0
519,148828,1289,6:53.411,0
520,149153,1264,6:54.314,0
521,149472,1367,6:55.200,0
522,149798,1351,6:56.106,0
523,150125,1353,6:57.014,0
524,150458,1277,6:57.939,0
525,150778,1375,6:58.828,0
526,151098,1374,6:59.717,0
527,151432,1371,7:00.644,0
528,151779,1281,7:01.608,0
529,152125,1273,7:02.569,0
530,152446,1231,7:03.461,0
531,152766,1326,7:04.350,0
532,153094,1322,7:05.261,0
533,153402,1343,7:06.117,0
534,153738,1346,7:07.050,0
535,154096,1336,7:08.044,0
536,154461,1332,7:09.058,0
537,154835,1363,7:10.097,0
538,155158,1356,7:10.994,0
539,155484,1276,7:11.900,0
540,155812,1252,7:12.811,0
541,156136,1258,7:13.711,0
542,156437,1251,7:14.547,0
543,156729,1341,7:15.358,0
544,157037,1337,7:16.214,0
545,157358,1325,7:17.106,0
546,157685,1227,7:18.014,0
547,158020,1205,7:18.944,0
548,158372,1203,7:19.922,0
549,158713,1192,7:20.869,0
550,159055,1208,7:21.819,0
551,159359,1215,7:22.664,0
552,159661,1161,7:23.503,0
553,159966,1225,7:24.350,0
554,160289,1252,7:25.247,0
555,160612,1258,7:26.144,0
556,160934,1235,7:27.039,0
557,161230,1254,7:27.861,0
558,161515,1288,7:28.653,0
559,161794,1286,7:29.428,0
560,162084,1271,7:30.233,0
561,162398,1289,7:31.106,0
562,162705,1358,7:31.958,0
563,163031,1352,7:32.864,0
564,163363,1364,7:33.786,0
565,163697,1309,7:34.714,0
566,163993,1402,7:35.536,0
567,164281,1387,7:36.336,0
568,164566,1418,7:37.128,0
569,164846,1380,7:37.906,0
570,165132,1338,7:38.700,0
571,165434,1325,7:39.539,0
572,165758,1325,7:40.439,0
573,166088,1283,7:41.356,0
574,166398,1341,7:42.217,0
575,166718,1336,7:43.106,0
576,167038,1235,7:43.994,0
577,167345,1339,7:44.847,0
578,167650,1332,7:45.694,0
579,167957,1347,7:46.547,0
580,168268,1351,7:47.411,0
581,168588,1355,7:48.300,0
582,168914,1307,7:49.206,0
583,169214,1321,7:50.039,0
584,169520,1352,7:50.889,0
585,169834,1344,7:51.761,0
586,170164,1324,7:52.678,0
587,170487,1293,7:53.575,0
588,170792,1301,7:54.422,0
589,171094,1360,7:55.261,0
590,171408,1359,7:56.133,0
591,171736,1341,7:57.044,0
592,172068,1285,7:57.967,0
593,172388,1371,7:58.856,0
594,172713,1350,7:59.758,0
595,173045,1333,8:00.681,0
596,173393,1341,8:01.647,0
597,173736,1340,8:02.600,0
598,174065,1290,8:03.514,0
599,174388,1286,8:04.411,0
600,174701,1286,8:05.281,0
601,175001,1367,8:06.114,0
602,175308,1370,8:06.967,0
603,175631,1368,8:07.864,0
604,175963,1334,8:08.786,0
605,176305,1353,8:09.736,0
606,176664,1340,8:10.733,0
607,177025,1359,8:11.736,0
608,177353,1304,8:12.647,0
609,177657,1383,8:13.492,0
610,177969,1364,8:14.358,0
611,178293,1364,8:15.258,0
612,178643,1290,8:16.231,0
613,178985,1289,8:17.181,0
614,179325,1259,8:18.125,0
615,179639,1285,8:18.997,0
616,179965,1367,8:19.903,0
617,180275,1381,8:20.764,0
618,180599,1364,8:21.664,0
619,180919,1354,8:22.553,0
620,181257,1321,8:23.492,0
621,181604,1269,8:24.456,0
622,181922,1273,8:25.339,0
623,182242,1336,8:26.228,0
624,182566,1340,8:27.128,0
625,182896,1301,8:28.044,0
626,183241,1312,8:29.003,0
627,183579,1265,8:29.942,0
628,183921,1291,8:30.892,0
629,184249,1273,8:31.803,0
630,184575,1238,8:32.708,0
631,184907,1246,8:33.631,0
632,185217,1283,8:34.492,0
633,185517,1283,8:35.325,0
634,185801,1292,8:36.114,0
635,186077,1279,8:36.881,0
636,186376,1258,8:37.711,0
637,186690,1247,8:38.583,0
638,187019,1250,8:39.497,0
639,187350,1256,8:40.417,0
640,187695,1266,8:41.375,0
641,188007,1244,8:42.242,0
642,188328,1249,8:43.133,0
643,188658,1226,8:44.050,0
644,188971,1229,8:44.919,0
645,189282,1265,8:45.783,0
646,189598,1286,8:46.661,0
647,189928,1355,8:47.578,0
648,190257,1357,8:48.492,0
649,190589,1356,8:49.414,0
650,190932,1327,8:50.367,0
651,191248,1337,8:51.244,0
652,191576,1336,8:52.156,0
653,191914,1309,8:53.094,0
654,192257,1314,8:54.047,0
655,192604,1275,8:55.011,0
656,192933,1253,8:55.925,0
657,193263,1330,8:56.842,0
658,193600,1325,8:57.778,0
659,193929,1331,8:58.692,0
660,194273,1323,8:59.647,0
661,194604,1266,9:00.567,0
662,194931,1338,9:01.475,0
663,195265,1341,9:02.403,0
664,195604,1331,9:03.344,0
665,195953,1279,9:04.314,0
666,196307,1246,9:05.297,0
667,196634,1247,9:06.206,0
668,196959,1259,9:07.108,0
669,197292,1241,9:08.033,0
670,197626,1268,9:08.961,0
671,197948,1253,9:09.856,0
672,198273,1253,9:10.758,0
673,198600,1254,9:11.667,0
674,198909,1286,9:12.525,0
675,199216,1313,9:13.378,0
676,199530,1350,9:14.250,0
677,199831,1355,9:15.086,0
678,200145,1331,9:15.958,0
679,200467,1308,9:16.853,0
680,200803,1326,9:17.786,0
681,201114,1345,9:18.650,0
682,201435,1333,9:19.542,0
683,201757,1318,9:20.436,0
684,202068,1347,9:21.300,0
685,202378,1338,9:22.161,0
686,202701,1335,9:23.058,0
687,203030,1261,9:23.972,0
688,203360,1269,9:24.889,0
689,203673,1255,9:25.758,0
690,203983,1318,9:26.619,0
691,204288,1329,9:27.467,0
692,204578,1230,9:28.272,0
693,204858,1201,9:29.050,0
694,205117,1235,9:29.769,0
695,205367,1192,9:30.464,0
696,205614,1203,9:31.150,0
697,205865,1212,9:31.847,0
698,206113,1218,9:32.536,0
699,206355,1236,9:33.208,0
700,206617,1224,9:33.936,0
701,206944,1289,9:34.844,0
702,207291,1295,9:35.808,0
703,207631,1297,9:36.753,0
704,207987,1333,9:37.742,0
705,208337,1330,9:38.714,0
706,208669,1340,9:39.636,0
707,209001,1351,9:40.558,0
708,209329,1349,9:41.469,0
709,209643,1351,9:42.342,0
710,209957,1342,9:43.214,0
711,210279,1352,9:44.108,0
712,210615,1279,9:45.042,0
713,210952,1290,9:45.978,0
714,211293,1257,9:46.925,0
715,211621,1246,9:47.836,0
716,211949,1332,9:48.747,0
717,212278,1335,9:49.661,0
718,212616,1303,9:50.600,0
719,212939,1297,9:51.497,0
720,213262,1254,9:52.394,0
721,213572,1301,9:53.256,0
722,213867,1280,9:54.075,0
723,214147,1290,9:54.853,0
724,214426,1272,9:55.628,0
725,214727,1260,9:56.464,0
726,215062,1262,9:57.394,0
727,215403,1267,9:58.342,0
728,215752,1272,9:59.311,0
729,216078,1375,0:00.217,0
730,216399,1369,0:01.108,0
731,216716,1348,0:01.989,0
732,217051,1360,0:02.919,0
733,217393,1348,0:03.869,0
734,217730,1365,0:04.806,0
735,218062,1357,0:05.728,0
736,218395,1346,0:06.653,0
737,218724,1360,0:07.567,0
738,219054,1381,0:08.483,0
739,219383,1388,0:09.397,0
740,219714,1378,0:10.317,0
741,220043,1364,0:11.231,0
742,220375,1374,0:12.153,0
743,220693,1379,0:13.036,0
744,221018,1345,0:13.939,0
745,221345,1262,0:14.847,0
746,221653,1275,0:15.703,0
747,221954,1338,0:16.539,0
748,222267,1344,0:17.408,0
749,222591,1290,0:18.308,0
750,222918,1247,0:19.217,0
751,223228,1262,0:20.078,0
752,223544,1283,0:20.956,0
753,223855,1271,0:21.819,0
754,224174,1261,0:22.706,0
755,224489,1256,0:23.581,0
756,224796,1259,0:24.433,0
757,225111,1279,0:25.308,0
758,225426,1272,0:26.183,0
759,225742,1247,0:27.061,0
760,226065,1333,0:27.958,0
761,226390,1336,0:28.861,0
762,226709,1347,0:29.747,0
763,227042,1343,0:30.672,0
764,227366,1355,0:31.572,0
765,227701,1339,0:32.503,0
766,228035,1312,0:33.431,0
767,228363,1244,0:34.342,0
768,228679,1265,0:35.219,0
769,229009,1232,0:36.136,0
770,229338,1257,0:37.050,0
771,229659,1238,0:37.942,0
772,229977,1194,0:38.825,0
773,230302,1320,0:39.728,0
774,230633,1337,0:40.647,0
775,230956,1287,0:41.544,0
776,231249,1372,0:42.358,0
777,231539,1374,0:43.164,0
778,231827,1294,0:43.964,0
779,232148,1290,0:44.856,0
780,232484,1269,0:45.789,0
781,232805,1259,0:46.681,0
782,233120,1271,0:47.556,0
783,233440,1286,0:48.444,0
784,233757,1289,0:49.325,0
785,234069,1280,0:50.192,0
786,234375,1286,0:51.042,0
787,234687,1289,0:51.908,0
788,235012,1278,0:52.811,0
789,235350,1247,0:53.750,0
790,235686,1257,0:54.683,0
791,236022,1307,0:55.617,0
792,236360,1321,0:56.556,0
793,236692,1298,0:57.478,0
794,237006,1305,0:58.350,0
795,237323,1363,0:59.231,0
796,237648,1351,1:00.133,0
797,237967,1289,1:01.019,0
798,238282,1260,1:01.894,0
799,238625,1320,1:02.847,0
800,238969,1332,1:03.803,0
801,239292,1354,1:04.700,0
802,239610,1350,1:05.583,0
803,239941,1327,1:06.503,0
804,240252,1264,1:07.367,0
805,240555,1356,1:08.208,0
806,240864,1351,1:09.067,0
807,241179,1369,1:09.942,0
808,241504,1286,1:10.844,0
809,241827,1269,1:11.742,0
810,242135,1276,1:12.597,0
811,242442,1270,1:13.450,0
812,242754,1292,1:14.317,0
813,243071,1277,1:15.197,0
814,243376,1293,1:16.044,0
815,243673,1281,1:16.869,0
816,243979,1292,1:17.719,0
817,244279,1288,1:18.553,0
818,244570,1291,1:19.361,0
819,244863,1278,1:20.175,0
820,245171,1307,1:21.031,0
821,245481,1311,1:21.892,0
822,245797,1284,1:22.769,0
823,246113,1304,1:23.647,0
824,246424,1256,1:24.511,0
825,246716,1287,1:25.322,0
826,247012,1274,1:26.144,0
827,247310,1302,1:26.972,0
828,247602,1305,1:27.783,0
829,247900,1304,1:28.611,0
830,248224,1341,1:29.511,0
831,248567,1342,1:30.464,0
832,248897,1266,1:31.381,0
833,249219,1351,1:32.275,0
834,249566,1339,1:33.239,0
835,249906,1378,1:34.183,0
836,250238,1346,1:35.106,0
837,250571,1346,1:36.031,0
838,250883,1295,1:36.897,0
839,251193,1354,1:37.758,0
840,251522,1334,1:38.672,0
841,251868,1316,1:39.633,0
842,252209,1325,1:40.581,0
843,252558,1290,1:41.550,0
844,252911,1293,1:42.531,0
845,253239,1245,1:43.442,0
846,253558,1229,1:44.328,0
847,253873,1256,1:45.203,0
848,254177,1292,1:46.047,0
849,254480,1288,1:46.889,0
850,254789,1304,1:47.747,0
851,255103,1351,1:48.619,0
852,255424,1372,1:49.511,0
853,255746,1380,1:50.406,0
854,256068,1272,1:51.300,0
855,256376,1281,1:52.156,0
856,256691,1303,1:53.031,0
857,257010,1276,1:53.917,0
858,257326,1281,1:54.794,0
859,257624,1274,1:55.622,0
860,257930,1316,1:56.472,0
861,258247,1309,1:57.353,0
862,258547,1280,1:58.186,0
863,258852,1240,1:59.033,0
864,259166,1236,1:59.906,0
865,259489,1241,2:00.803,0
866,259819,1244,2:01.719,0
867,260130,1262,2:02.583,0
868,260426,1257,2:03.406,0
869,260717,1260,2:04.214,0
870,260999,1255,2:04.997,0
871,261309,1245,2:05.858,0
872,261641,1240,2:06.781,0
